,emp_title,emp_length,state,homeownership,loan_amount,term,interest_rate
4801,,,PA,OWN,6500,36,23.88
4802,estimator,3.0,GA,RENT,6000,36,13.59
4803,soldier,5.0,MD,RENT,12000,36,6.71
4804,field representative,7.0,NJ,MORTGAGE,13000,60,12.62
4805,parts tech,9.0,CA,MORTGAGE,10000,36,9.44
4806,engineer,10.0,CA,OWN,35000,36,15.05
4807,technician,10.0,TX,RENT,8000,36,9.93
4808,cook,10.0,FL,OWN,20000,60,18.06
4809,associate pastor,3.0,KS,MORTGAGE,30000,36,16.01
4810,rdaef ,2.0,CA,MORTGAGE,5000,36,11.99
4811,nursing,3.0,FL,MORTGAGE,5000,36,9.43
4812,client relations manager,10.0,CT,RENT,21000,36,11.99
4813,,,IN,MORTGAGE,2500,36,5.32
4814,rn,0.0,NC,OWN,25000,60,12.62
4815,project consultant,10.0,FL,MORTGAGE,3600,36,15.05
4816,service analyst,3.0,GA,RENT,10000,36,15.05
4817,chemist,2.0,FL,RENT,6500,36,10.42
4818,sr housing counselor,3.0,CA,MORTGAGE,10000,36,6.72
4819,welder,7.0,WI,MORTGAGE,8000,36,7.35
4820,maanger,10.0,VT,RENT,3500,36,20.39
4821,trainer,10.0,CA,RENT,32000,36,6.08
4822,manager,10.0,MI,RENT,30000,36,9.93
4823,org driver ,10.0,GA,MORTGAGE,16000,36,11.98
4824,,,LA,MORTGAGE,8400,36,20.39
4825,vinyl repair ,3.0,WA,MORTGAGE,6000,36,13.58
4826,,,NV,RENT,10000,36,5.31
4827,analyst,10.0,KY,MORTGAGE,10000,36,16.02
4828,personal banker ,2.0,FL,MORTGAGE,16000,60,18.06
4829,,,FL,RENT,22000,60,19.03
4830,lpn,10.0,ID,OWN,10000,60,16.02
4831,,,FL,RENT,10000,36,9.93
4832,executive director ,0.0,TX,MORTGAGE,35000,60,13.59
4833,paraeducator,3.0,WA,RENT,23000,60,15.05
4834,foreman,6.0,MI,MORTGAGE,7200,36,23.87
4835,front office manager,10.0,TX,MORTGAGE,14000,60,9.93
4836,accountant,1.0,FL,MORTGAGE,19525,60,20.0
4837,assistant property manager,2.0,IL,RENT,7800,36,5.32
4838,mail carrier,5.0,MI,RENT,28600,60,26.77
4839,,,PA,OWN,2500,36,7.34
4840,operations manager,0.0,CA,RENT,30000,36,15.05
4841,property manager,10.0,WV,MORTGAGE,10400,36,10.9
4842,mechanic ,1.0,CA,RENT,7000,36,9.93
4843,power production manager,10.0,VT,MORTGAGE,7000,36,7.35
4844,supervisor,9.0,MD,MORTGAGE,8000,36,13.58
4845,general manager,4.0,IL,RENT,7200,36,14.07
4846,pediatrician,10.0,CA,MORTGAGE,40000,36,7.35
4847,maintenance mechanic,2.0,FL,MORTGAGE,40000,60,11.99
4848,engineer,6.0,FL,MORTGAGE,34000,60,12.61
4849,,,VA,MORTGAGE,12000,36,11.98
4850,,,VA,MORTGAGE,4625,36,9.92
4851,billing lead,10.0,NC,RENT,10000,36,10.91
4852,executive pastor ,10.0,AL,MORTGAGE,14000,60,14.07
4853,digital marketing manager,0.0,MD,RENT,1800,36,7.35
4854,claim specialist,8.0,FL,MORTGAGE,5000,36,9.92
4855,,,VA,RENT,1500,36,13.58
4856,,,FL,RENT,22000,36,6.71
4857,sales,10.0,OH,MORTGAGE,1625,36,7.34
4858,loan officer,3.0,CA,RENT,8000,36,5.32
4859,teacher aid ,0.0,CA,MORTGAGE,5000,36,18.45
4860,project managet,10.0,NC,MORTGAGE,40000,60,19.42
4861,senior accountant ,10.0,MA,OWN,30000,60,10.42
4862,product man,2.0,GA,RENT,15000,36,6.71
4863,senior visual merchandising manager,10.0,NY,RENT,20000,36,6.08
4864,police officer,8.0,NY,RENT,13000,36,9.92
4865,physician,0.0,MD,MORTGAGE,20000,60,15.05
4866,technision,1.0,CA,RENT,8000,36,25.82
4867,key holder ,0.0,NY,RENT,15000,60,24.84
4868,venturcap investment group ,2.0,RI,OWN,12700,36,9.93
4869,lead its specialist,3.0,FL,RENT,36000,36,7.97
4870,manager,10.0,TX,OWN,40000,60,9.44
4871,finance,9.0,MA,MORTGAGE,15500,60,17.47
4872,foreman,3.0,MD,OWN,25000,36,7.34
4873,physician,1.0,FL,RENT,32000,36,13.59
4874,fire captain ,10.0,CA,MORTGAGE,35000,60,18.06
4875,road maintenance,5.0,CA,MORTGAGE,12000,60,19.03
4876,regulatory/safety & pharmaco vigilance a,2.0,MD,RENT,23400,36,14.08
4877,cnc programmer,1.0,TX,OWN,6000,36,12.62
4878,executive adminstrative,10.0,CA,RENT,3000,36,14.08
4879,purchasing director,0.0,FL,RENT,21000,36,16.02
4880,assembly ,5.0,IN,MORTGAGE,28800,36,10.9
4881,realtor,10.0,PA,MORTGAGE,28000,36,7.35
4882,assistant store manager,5.0,MD,RENT,12000,36,6.72
4883,analyst,4.0,TX,RENT,13800,60,24.85
4884,stocker ,4.0,MO,RENT,9000,36,10.91
4885,e5,4.0,MD,RENT,4000,36,18.45
4886,mechanic ,0.0,NY,RENT,18000,36,14.08
4887,regional staff nurse ,5.0,NJ,RENT,10000,36,11.99
4888,physical therapist assistant,0.0,PA,OWN,32000,60,12.62
4889,director of student finance,3.0,CA,RENT,36000,60,14.07
4890,driver ,2.0,MD,MORTGAGE,10000,36,7.35
4891,customer service,10.0,MD,RENT,20000,36,7.97
4892,senior wind technician,5.0,CO,MORTGAGE,12000,36,5.31
4893,trucker,10.0,AL,MORTGAGE,35000,60,19.03
4894,firefighter ,2.0,NM,MORTGAGE,25000,60,14.08
4895,driver,0.0,TX,RENT,10000,36,16.02
4896,sales,5.0,OK,OWN,25000,36,13.59
4897,management,5.0,DC,RENT,10000,36,11.98
4898,nurse,10.0,NY,OWN,13000,36,10.41
4899,implemetation specialist,2.0,IL,RENT,13000,36,13.58
4900,program director,10.0,FL,MORTGAGE,15000,60,9.92
4901,order speacailist,10.0,CT,RENT,8550,36,15.05
4902,director special events,6.0,ID,OWN,20000,60,11.99
4903,sales agent,5.0,NY,MORTGAGE,30000,60,28.72
4904,psychology associate senior,10.0,VA,MORTGAGE,25000,36,11.99
4905,captain,9.0,OR,MORTGAGE,12500,60,24.85
4906,registered nurse,5.0,NC,MORTGAGE,12000,36,7.35
4907,seamstress,4.0,OR,RENT,3200,36,15.05
4908,machine operator,4.0,MN,MORTGAGE,15100,60,12.62
4909,stylist,10.0,CA,MORTGAGE,15000,60,9.44
4910,quality assurance lead,10.0,OR,MORTGAGE,32200,60,14.07
4911,,,VA,MORTGAGE,6000,36,11.99
4912,patient care technician,10.0,CT,MORTGAGE,7000,36,9.43
4913,audit ,8.0,OK,OWN,18000,36,17.47
4914,drain tech,10.0,OR,MORTGAGE,12000,36,5.31
4915,realtor,10.0,FL,RENT,10000,36,12.62
4916,pharmacy technician,10.0,CA,MORTGAGE,2500,36,7.35
4917,marketing,5.0,NY,RENT,28000,36,15.04
4918,parole,0.0,TX,MORTGAGE,7000,36,11.98
4919,material coordinator,10.0,CA,RENT,4200,36,14.07
4920,police officer,10.0,NJ,MORTGAGE,20000,36,5.32
4921,ceo,10.0,AZ,MORTGAGE,14400,36,10.91
4922,freight broker,10.0,OR,MORTGAGE,4800,36,12.62
4923,,,CO,RENT,2500,36,7.35
4924,service director,9.0,IL,MORTGAGE,27000,60,13.59
4925,help desk,9.0,PA,RENT,11200,36,10.91
4926,supervisor,3.0,OH,MORTGAGE,10000,60,10.42
4927,it consultant,6.0,OH,RENT,30000,60,15.05
4928,director marketing ,10.0,AZ,MORTGAGE,40000,60,10.42
4929,operator,9.0,TX,MORTGAGE,5500,36,10.91
4930,counselor,10.0,TX,MORTGAGE,22000,36,5.32
4931,electrician,10.0,WA,MORTGAGE,10050,60,13.58
4932,warehouse ,0.0,TN,MORTGAGE,11000,36,10.9
4933,special education teacher,6.0,CA,RENT,6000,36,9.44
4934,supervisor,4.0,AZ,MORTGAGE,24000,60,10.91
4935,member,10.0,MS,MORTGAGE,25000,36,10.41
4936,heavy equipment operated ,4.0,AK,MORTGAGE,12500,60,7.97
4937,dental assistant,10.0,FL,RENT,4000,36,20.39
4938,flight dispatcher ,3.0,TX,MORTGAGE,14000,36,10.9
4939,procurement account manager,1.0,AL,MORTGAGE,35000,36,7.97
4940,driver,10.0,IL,MORTGAGE,20000,36,5.32
4941,nurse manager,10.0,CA,MORTGAGE,20000,36,5.31
4942,teacher,3.0,IL,RENT,10000,36,15.05
4943,,,OH,MORTGAGE,18000,60,13.59
4944,marketing director,1.0,NY,MORTGAGE,15000,36,17.47
4945,truck driver,3.0,AL,OWN,9600,36,9.92
4946,registered nurse,10.0,NY,MORTGAGE,6000,36,15.05
4947,operations management,10.0,TN,MORTGAGE,20000,36,7.35
4948,superintendent,10.0,TN,MORTGAGE,27000,36,9.93
4949,auto body mechanic,10.0,AL,MORTGAGE,25000,60,9.92
4950,vice president,6.0,FL,RENT,4800,36,13.59
4951,director of sales,1.0,AZ,RENT,4200,36,19.03
4952,package handler ,1.0,IN,RENT,7200,36,20.0
4953,clerk,3.0,MN,MORTGAGE,1000,36,9.93
4954,teacher,1.0,CA,RENT,5600,36,6.08
4955,,,MA,MORTGAGE,10000,36,7.96
4956,,,NY,MORTGAGE,24000,60,9.44
4957,pst,10.0,NJ,RENT,15000,60,28.72
4958,manager,3.0,OK,MORTGAGE,25000,60,26.3
4959,lawn care owner,10.0,TN,RENT,5000,36,13.59
4960,material handler,6.0,AZ,MORTGAGE,5000,36,6.72
4961,cardiac sonographer,0.0,NC,MORTGAGE,11000,60,11.99
4962,software engineer,0.0,TX,RENT,10000,36,19.42
4963,district manager,10.0,CA,RENT,35000,36,11.99
4964,cashier,6.0,KY,RENT,12000,60,25.82
4965,driver,10.0,IL,MORTGAGE,13000,60,15.04
4966,repair man,10.0,TN,MORTGAGE,10000,60,28.72
4967,manager,10.0,MI,MORTGAGE,40000,60,16.01
4968,real estate agent ,10.0,GA,MORTGAGE,15000,60,12.62
4969,staff assistant to the dean,7.0,CA,RENT,20000,36,17.09
4970,hr generalist,6.0,AZ,MORTGAGE,7200,36,6.08
4971,director of supply chain operations,4.0,PA,MORTGAGE,25000,60,7.34
4972,program development director,5.0,CA,RENT,17000,36,6.72
4973,nurse,7.0,PA,OWN,22325,36,19.03
4974,owner,10.0,RI,MORTGAGE,30000,60,11.99
4975,dental assistant ,0.0,TX,RENT,20000,36,7.96
4976,distribution associate,5.0,NY,RENT,14400,60,9.92
4977,accounting manager,10.0,TX,MORTGAGE,14400,36,6.72
4978,tree spraying & pruning ,10.0,TX,OWN,20000,60,20.0
4979,hvac tech,7.0,AZ,MORTGAGE,12000,36,10.9
4980,table games dealer,10.0,NM,RENT,14400,36,6.72
4981,,,NY,OWN,20000,36,12.62
4982,logistics ,2.0,TN,RENT,10000,36,6.07
4983,registered nurse ,10.0,NY,RENT,35000,36,14.07
4984,hr consultant/staffing specialist,1.0,NM,MORTGAGE,8000,36,18.06
4985,senior case manager,5.0,FL,RENT,7200,36,10.42
4986,inspector ,4.0,CA,RENT,20000,60,12.61
4987,nurse,10.0,IL,RENT,5000,36,7.97
4988,site superintendent,6.0,NY,RENT,40000,60,11.99
4989,dr reg,5.0,MI,RENT,14000,36,19.03
4990,sales,9.0,NY,RENT,30000,60,26.3
4991,rn,2.0,FL,MORTGAGE,17000,60,9.93
4992,registered nurse,10.0,SC,MORTGAGE,35000,60,21.85
4993,worker in kitchen,10.0,PA,MORTGAGE,10000,36,12.61
4994,avionics technician,3.0,KS,MORTGAGE,30000,36,14.08
4995,sales associate,3.0,NC,OWN,6400,36,6.07
4996,mobile equipment operator,10.0,IN,MORTGAGE,28000,36,12.61
4997,massage therapist,5.0,MA,RENT,7225,36,10.91
4998,analyst,10.0,MD,MORTGAGE,21100,36,13.58
4999,rn,10.0,NJ,MORTGAGE,6175,36,10.9
5000,collection officer ii,10.0,CA,MORTGAGE,6000,36,12.61
5001,site manager,0.0,KS,MORTGAGE,35000,36,7.34
5002,is support,3.0,IL,RENT,5000,36,7.34
5003,school counselor,10.0,AZ,RENT,10000,36,6.72
5004,analyst,10.0,CA,OWN,20000,60,18.45
5005,court reporter,10.0,TX,MORTGAGE,6500,36,6.07
5006,sales representative,10.0,NC,MORTGAGE,12000,36,5.32
5007,phone banker,1.0,ID,MORTGAGE,13500,60,9.43
5008,math teacher,3.0,IL,RENT,15000,36,15.04
5009,senior consultant,6.0,FL,MORTGAGE,36000,36,6.08
5010,relationship manager,1.0,FL,RENT,14000,36,10.91
5011,mep reporting specialist,2.0,NC,MORTGAGE,11200,36,10.41
5012,medical fellow,1.0,IN,MORTGAGE,24000,36,5.32
5013,project manager,10.0,GA,MORTGAGE,12000,36,7.96
5014,associate editor,7.0,MA,RENT,7225,36,10.9
5015,body tech ,5.0,LA,MORTGAGE,6500,36,10.42
5016,border patrol agent,8.0,NY,MORTGAGE,11200,60,26.77
5017,contract manager,1.0,GA,OWN,35000,60,17.09
5018,manager,1.0,MI,MORTGAGE,4000,36,17.47
5019,school crossing guard,4.0,IL,RENT,10000,36,15.05
5020,computer programmer,2.0,UT,MORTGAGE,40000,36,14.07
5021,maintenance ,5.0,NY,RENT,12000,36,11.98
5022,professor,10.0,NY,RENT,6000,36,11.98
5023,driver ,7.0,NC,MORTGAGE,13000,60,16.02
5024,auditor,6.0,GA,MORTGAGE,14400,60,10.9
5025,support manager,9.0,NC,OWN,7000,36,6.72
5026,press operator ,10.0,CA,MORTGAGE,10000,60,16.02
5027,nursing,10.0,CA,RENT,20000,36,10.41
5028,1st grade teacher ,2.0,TN,MORTGAGE,2000,36,13.59
5029,customer service ,0.0,MA,RENT,8425,36,15.05
5030,agent,10.0,MI,MORTGAGE,7000,36,11.99
5031,sales consultant,5.0,RI,MORTGAGE,25000,60,9.92
5032,,,TX,RENT,23100,36,11.98
5033,safety manager,3.0,GA,RENT,10000,36,7.97
5034,nurse,1.0,AR,MORTGAGE,15000,36,11.99
5035,quality supervisor,6.0,NY,OWN,15000,36,7.34
5036,machinist ,4.0,CA,RENT,4200,36,19.42
5037,teacher,10.0,FL,MORTGAGE,18000,60,12.62
5038,coating tech,10.0,TX,MORTGAGE,6000,36,7.96
5039,st john specialist,10.0,VA,RENT,27000,60,11.99
5040,mechanic ,7.0,IL,RENT,12000,36,10.42
5041,real estate broker,10.0,WA,RENT,8000,36,11.99
5042,food service,3.0,NY,RENT,10000,36,19.42
5043,transportation director,10.0,CO,MORTGAGE,30000,60,11.98
5044,teacher,10.0,TX,MORTGAGE,7000,36,6.07
5045,svp,8.0,NY,RENT,20000,36,6.72
5046,engineer,9.0,CA,MORTGAGE,15000,36,6.72
5047,sales manager,10.0,DE,MORTGAGE,15000,60,7.35
5048,senior manager,8.0,OH,MORTGAGE,30850,36,13.59
5049,teacher/coach,5.0,TX,MORTGAGE,15000,36,15.05
5050,engineering project manager,2.0,MO,RENT,40000,36,5.31
5051,executive director,1.0,MD,MORTGAGE,6000,36,9.43
5052,,,SD,OWN,2600,36,9.43
5053,service operations specialist,0.0,CA,RENT,10000,36,9.44
5054,supervisor ,10.0,CO,MORTGAGE,3600,36,20.0
5055,director of construction,10.0,FL,MORTGAGE,27000,60,10.42
5056,cosmetologist colorist,9.0,NY,RENT,3000,36,11.98
5057,sales manager,5.0,GA,RENT,10000,60,20.39
5058,,,NY,RENT,4000,36,9.93
5059,administrator,10.0,OH,MORTGAGE,10000,36,12.61
5060,,,WA,MORTGAGE,3600,36,7.97
5061,construction manager,3.0,MI,OWN,20500,36,9.44
5062,behavioral health unit supervisor,10.0,CA,MORTGAGE,35000,60,14.07
5063,senior collector ,8.0,PA,MORTGAGE,6000,36,10.41
5064,teacher,9.0,FL,RENT,13000,60,13.59
5065,technician,0.0,SC,MORTGAGE,25000,60,14.07
5066,park supervisor 1,10.0,NY,RENT,3500,36,7.97
5067,,,OH,MORTGAGE,25000,60,19.42
5068,project engineer,5.0,CA,RENT,30000,36,9.44
5069,director of nursing assistant,10.0,KY,OWN,13000,60,11.98
5070,signalman,10.0,OH,MORTGAGE,25000,36,7.96
5071,technical information specialist,2.0,WV,MORTGAGE,5000,36,15.04
5072,machinist,7.0,NJ,MORTGAGE,4800,36,9.92
5073,maintenance tech,10.0,CA,RENT,3000,36,12.62
5074,president and ceo,10.0,OK,MORTGAGE,15000,36,18.45
5075,bartender,10.0,NV,MORTGAGE,20000,36,9.43
5076,sales rep,0.0,UT,RENT,15000,60,21.85
5077,medical technologist,2.0,NY,RENT,14500,36,7.97
5078,,,SC,MORTGAGE,12000,36,18.06
5079,,,IL,RENT,20000,36,14.08
5080,radiologist,1.0,NY,RENT,30000,60,18.06
5081,branch manager,2.0,RI,MORTGAGE,10000,36,17.09
5082,server ,6.0,OH,RENT,6000,36,9.93
5083,hts,8.0,OK,OWN,12000,36,11.99
5084,physician assistant,1.0,NY,RENT,16000,60,13.58
5085,account manager ,2.0,NY,RENT,15000,60,10.9
5086,bookkeeper ,3.0,TX,RENT,15000,36,7.97
5087,,,MO,MORTGAGE,9000,36,7.35
5088,life skills intructor,7.0,CT,RENT,1000,36,10.91
5089,teacher,2.0,NJ,OWN,25000,36,13.59
5090,engineer,0.0,OH,RENT,40000,36,7.34
5091,srsupervisor,10.0,NJ,MORTGAGE,12500,36,6.72
5092,patient care liaison/triage tech/lead,5.0,NJ,MORTGAGE,20000,60,10.91
5093,service technician ,0.0,MA,RENT,16500,60,16.02
5094,business analyst,6.0,GA,MORTGAGE,40000,36,10.91
5095,purchasing,10.0,AR,MORTGAGE,1500,36,6.72
5096,pharmacist,2.0,GA,MORTGAGE,10000,60,16.01
5097,foreman,6.0,TX,MORTGAGE,5000,36,10.42
5098,,,CO,RENT,3000,36,21.45
5099,,,NJ,RENT,16000,60,9.93
5100,global project manager,4.0,CA,MORTGAGE,20000,36,5.32
5101,,,AZ,OWN,35000,36,14.08
5102,registered nurse,10.0,MI,MORTGAGE,10000,36,12.61
5103,se,3.0,CA,RENT,10000,36,14.08
5104,president,10.0,FL,MORTGAGE,20000,36,10.91
5105,project manger,10.0,NY,MORTGAGE,10000,36,14.08
5106,technician,4.0,NC,RENT,10800,60,24.85
5107,security ,7.0,IN,OWN,35000,60,14.07
5108,sales,1.0,CA,RENT,21600,60,7.34
5109,engineer,6.0,MI,MORTGAGE,15000,60,12.61
5110,credit directo,10.0,FL,MORTGAGE,30000,36,9.93
5111,senior technical specialist,5.0,NY,RENT,10000,36,13.59
5112,cnc machinist,0.0,PA,MORTGAGE,6000,36,10.41
5113,sales merchandiser,1.0,WV,MORTGAGE,13000,36,19.03
5114,"manager, sales operations",0.0,IL,MORTGAGE,22000,60,9.44
5115,freight coordinator ,3.0,OH,RENT,15000,36,10.9
5116,registered nurse,6.0,NY,RENT,20000,36,9.92
5117,,,TX,OWN,24000,60,10.9
5118,owner,10.0,CA,MORTGAGE,35000,36,13.59
5119,lpn,3.0,NC,RENT,6000,36,9.92
5120,sr research compliance coordinator,4.0,TX,MORTGAGE,14000,36,11.99
5121,,,FL,OWN,20000,36,7.34
5122,property manger,9.0,GA,RENT,16000,36,21.45
5123,early head start teacher,2.0,TX,RENT,4800,36,9.93
5124,nurse practitioner,10.0,MI,MORTGAGE,15000,60,9.44
5125,manager,2.0,PA,MORTGAGE,20000,60,18.06
5126,service manager,7.0,MN,MORTGAGE,8000,36,10.9
5127,stocking ,1.0,TN,RENT,18125,36,13.59
5128,live-in care giver,2.0,SC,MORTGAGE,8000,36,6.71
5129,district manager,10.0,NC,RENT,30000,60,24.85
5130,manager,8.0,CA,RENT,19500,36,6.71
5131,srbusiness system analyst,10.0,TN,MORTGAGE,10000,36,5.31
5132,project coordinator,2.0,CA,MORTGAGE,21000,36,6.71
5133,sales administrator,2.0,WA,RENT,9000,36,11.98
5134,anesthesiologist,2.0,NY,OWN,35000,36,7.35
5135,purchase agent,10.0,CA,OWN,10000,36,6.71
5136,sales,5.0,AR,OWN,15000,36,14.08
5137,owner,10.0,TX,MORTGAGE,13000,60,12.62
5138,manager,10.0,MD,MORTGAGE,35000,36,23.87
5139,health aid,10.0,NY,RENT,10000,36,6.71
5140,nurse practitioner,3.0,VA,OWN,20000,60,16.02
5141,assistant director,10.0,MN,MORTGAGE,20000,60,9.93
5142,warranty administrator ,1.0,IL,RENT,16000,36,7.96
5143,shop foremam,10.0,TX,OWN,3500,36,10.42
5144,aftermarket ,3.0,CO,RENT,4800,36,17.09
5145,fts,10.0,OH,MORTGAGE,7000,36,5.32
5146,credit manager,7.0,TN,RENT,14700,36,10.9
5147,customer service,2.0,CA,OWN,3600,36,7.35
5148,attorney,6.0,MT,MORTGAGE,8000,36,5.31
5149,customer service ,0.0,TN,RENT,5000,36,19.42
5150,teacher,10.0,MI,RENT,1500,36,17.47
5151,marketing ,1.0,FL,MORTGAGE,11000,36,7.96
5152,senior storekeeper,10.0,OH,MORTGAGE,8500,36,15.04
5153,inspection tech,0.0,GA,RENT,7500,36,12.62
5154,specialist,5.0,CO,MORTGAGE,17975,36,5.31
5155,a&d clerk ,5.0,WV,MORTGAGE,8000,36,10.42
5156,postdoctoral researcher ,1.0,CT,RENT,12000,36,7.97
5157,therapist ,3.0,NJ,OWN,18000,36,10.91
5158,glazier ,10.0,NJ,OWN,4000,36,20.39
5159,engineer,1.0,GA,RENT,40000,36,5.32
5160,cardiac sonographer,10.0,CA,MORTGAGE,6000,36,10.91
5161,barista,8.0,AK,RENT,10000,36,12.62
5162,driver,10.0,CA,RENT,30000,36,21.45
5163,administration,2.0,IL,MORTGAGE,4000,36,14.08
5164,,,VA,RENT,5500,36,6.72
5165,accounting ar,10.0,AL,RENT,16000,60,16.01
5166,auto glass technician ,3.0,MI,MORTGAGE,3800,36,7.96
5167,security officer,10.0,MA,RENT,2500,36,7.97
5168,store manager,6.0,TX,RENT,11000,36,18.45
5169,counselor,10.0,TX,MORTGAGE,11875,36,9.93
5170,recruiter ,4.0,MA,MORTGAGE,18000,60,9.93
5171,,,CA,MORTGAGE,11500,36,7.35
5172,area manager,10.0,OK,MORTGAGE,5000,36,10.42
5173,customer delivery director,3.0,TX,MORTGAGE,25000,36,5.31
5174,hr director,5.0,IN,MORTGAGE,20000,36,12.62
5175,military,7.0,MD,MORTGAGE,9000,36,18.45
5176,nursing attendant,3.0,NY,RENT,6000,36,14.07
5177,operation,4.0,WI,MORTGAGE,10000,36,15.05
5178,technical account manager,9.0,CO,OWN,30000,60,17.09
5179,pipelayer/construction laborer,10.0,CA,MORTGAGE,6000,36,7.97
5180,,,CA,RENT,4200,36,10.42
5181,support manager,10.0,SD,RENT,4000,36,9.93
5182,cct,2.0,TX,RENT,10000,36,5.31
5183,construction manager,8.0,NC,MORTGAGE,16000,36,6.07
5184,,,FL,RENT,5000,36,11.99
5185,desk sgt,8.0,MO,MORTGAGE,18000,36,7.35
5186,office manager,10.0,WA,MORTGAGE,40000,36,5.31
5187,cio,10.0,GA,MORTGAGE,25000,36,6.08
5188,barista,3.0,NY,RENT,12000,36,9.92
5189,plating tech,1.0,AZ,RENT,10000,60,25.81
5190,optical manager ,10.0,CA,RENT,14400,36,5.31
5191,"director, quality improvement",9.0,GA,MORTGAGE,40000,36,10.91
5192,service advisor,1.0,CA,RENT,30000,60,20.0
5193,sr teller 3,10.0,AR,OWN,11850,60,9.43
5194,secretary ,2.0,TX,OWN,4800,36,9.44
5195,,,AZ,RENT,10000,36,12.61
5196,welder,1.0,CA,RENT,12000,60,15.05
5197,owner,3.0,CA,MORTGAGE,40000,36,6.08
5198,admin,2.0,NH,RENT,6000,36,9.93
5199,,,CA,MORTGAGE,35000,36,6.08
5200,medical gas verifier,8.0,NH,OWN,15000,36,6.08
5201,sales ,4.0,MO,OWN,14000,36,13.59
5202,hospital police,2.0,NY,RENT,3000,36,17.09
5203,,,OH,MORTGAGE,14400,60,24.85
5204,technician,10.0,TX,MORTGAGE,13000,60,9.93
5205,jewelry consultant,1.0,HI,RENT,10000,60,18.06
5206,operations project analyst,10.0,CA,RENT,25000,60,9.44
5207,supply chain project manager,0.0,NJ,RENT,35000,36,12.61
5208,,,MA,RENT,9600,36,9.93
5209,owner,4.0,NY,MORTGAGE,12000,36,15.04
5210,radiology tech,6.0,PA,RENT,20000,36,13.58
5211,packing,10.0,SD,RENT,10000,36,17.47
5212,offset printing operator,5.0,NY,OWN,4000,36,13.59
5213,sports & recreation director,10.0,CA,RENT,24000,60,19.42
5214,manager,3.0,MA,MORTGAGE,9100,36,5.32
5215,,,CA,MORTGAGE,12000,36,7.34
5216,,,FL,OWN,12500,36,6.07
5217,corporate recruiter,2.0,MN,RENT,30000,60,10.9
5218,police officer,10.0,HI,MORTGAGE,30000,60,26.77
5219,firefighter,10.0,IL,MORTGAGE,10000,60,9.93
5220,management,4.0,NY,MORTGAGE,12000,36,6.72
5221,,,OH,MORTGAGE,15000,36,10.91
5222,sr operations analyst,4.0,WA,RENT,12000,36,7.96
5223,dentist,2.0,FL,RENT,35000,36,10.91
5224,owner,10.0,OH,RENT,13000,36,18.06
5225,office manager,0.0,KS,OWN,8000,36,16.02
5226,stocker,10.0,OH,MORTGAGE,8000,36,9.44
5227,,,NM,OWN,26000,36,19.03
5228,dental hygienist,3.0,NJ,RENT,21000,36,6.71
5229,electronic technician ,10.0,VA,MORTGAGE,18400,60,19.03
5230,field tech ,4.0,CA,RENT,4550,36,10.91
5231,rn,5.0,IL,OWN,25000,60,19.03
5232,artistic associate,8.0,CT,RENT,20000,60,11.99
5233,foreman,0.0,AZ,MORTGAGE,4000,36,10.91
5234,car inspector,6.0,NJ,RENT,24000,60,9.92
5235,director,10.0,CA,MORTGAGE,24000,60,9.92
5236,territory manager,3.0,CA,RENT,10000,36,14.07
5237,it manager,10.0,WA,MORTGAGE,21000,60,10.42
5238,product specialist,10.0,WI,MORTGAGE,12000,60,11.99
5239,teachers aide,10.0,NY,RENT,3000,36,12.62
5240,application analyst,5.0,CO,OWN,15000,36,6.08
5241,attorney,10.0,CA,OWN,15000,36,5.32
5242,branch manager,1.0,IL,RENT,16000,60,11.99
5243,clinical supervisor/behavior analyst,5.0,CA,RENT,30000,36,10.9
5244,accountant,4.0,PA,OWN,16000,60,10.42
5245,,,CA,MORTGAGE,30000,60,11.98
5246,,,FL,OWN,6000,36,10.91
5247,marketing supervisor ,5.0,NY,RENT,25000,36,6.71
5248,vp of sales,10.0,MD,MORTGAGE,25000,60,15.05
5249,pharmacy manager,5.0,FL,MORTGAGE,25000,60,12.61
5250,cep,5.0,MD,RENT,12000,36,10.91
5251,musician,10.0,RI,RENT,7500,36,14.07
5252,production scheduler,7.0,NH,MORTGAGE,8900,36,7.35
5253,,,NJ,MORTGAGE,25000,36,7.97
5254,property manager,10.0,CA,RENT,28800,36,10.91
5255,faculty,3.0,SC,MORTGAGE,14500,60,26.77
5256,owner,9.0,FL,RENT,10000,36,6.71
5257,operator,2.0,NY,OWN,30000,36,10.41
5258,owner,9.0,AL,MORTGAGE,39825,36,7.96
5259,teacher,10.0,CA,MORTGAGE,16000,36,10.91
5260,property adjuster,10.0,CA,RENT,12000,60,19.03
5261,teacher,10.0,FL,MORTGAGE,8500,36,6.07
5262,sales person,2.0,VA,RENT,12000,60,14.08
5263,supervisor ,10.0,OH,RENT,11000,36,16.01
5264,product manager,3.0,OK,MORTGAGE,18000,36,10.91
5265,security gard,2.0,FL,RENT,2000,36,11.99
5266,director of sales operations,7.0,IL,MORTGAGE,28000,60,17.47
5267,warehouse supervisor,10.0,IL,MORTGAGE,5000,36,6.08
5268,,,MD,MORTGAGE,35000,36,20.39
5269,,,NY,OWN,13000,60,11.99
5270,distribution manager,6.0,MO,MORTGAGE,24000,60,26.77
5271,bank regulator,10.0,TX,MORTGAGE,35000,36,9.92
5272,tax manager,5.0,CO,MORTGAGE,17000,60,11.99
