,emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
5464,rural carrier,10.0,MS,OWN,60372.0,Not Verified,13.3,,,,0,61.0,1997,1,34,12,42467,10964,0,0,66.0,0,0,2,3,2.0,12,0.0,0,3,6200,15,10,6,1,76.5,0,0,other,individual,3000,36,9.93,96.71,B,B2,Jan-2018,Current,fractional,Cash,2634.58,479.41,365.42,113.99,0.0
5468,registered nurse,7.0,CA,RENT,140000.0,Not Verified,3.23,,,,0,56.0,2001,0,9,4,15800,14402,0,0,,0,0,0,1,,4,0.0,0,3,15800,8,4,3,0,88.9,0,0,other,individual,10000,36,11.99,332.1,B,B5,Feb-2018,Current,fractional,Cash,7715.12,2621.74,2284.88,336.86,0.0
5481,cook,2.0,NV,MORTGAGE,43000.0,Source Verified,19.7,,,,0,36.0,2000,2,26,7,254695,25493,0,0,36.0,0,0,2,4,6.0,7,0.0,0,4,20700,19,4,4,1,76.0,0,0,debt_consolidation,individual,5000,36,9.93,161.18,B,B2,Feb-2018,Current,whole,Cash,4514.8,641.96,485.2,156.76,0.0
5483,owner,10.0,AZ,RENT,50000.0,Not Verified,16.61,91000.0,Not Verified,10.06,0,51.0,1997,0,28,10,33900,14532,0,1,87.0,0,0,2,2,13.0,10,0.0,0,4,11700,21,8,7,3,90.0,0,1,debt_consolidation,joint,13000,36,9.44,416.07,B,B1,Jan-2018,Current,whole,Cash,11406.1,2042.85,1593.9,448.95,0.0
5484,general manager,0.0,DC,MORTGAGE,100000.0,Verified,18.42,165000.0,,13.56,0,78.0,1999,1,29,14,629928,96626,0,0,,0,0,4,5,2.0,14,0.0,0,6,21000,12,8,8,2,96.6,0,0,credit_card,joint,16000,36,11.99,531.36,B,B5,Jan-2018,Current,whole,DirectPay,14105.03,2677.38,1894.97,782.41,0.0
5493,nurse,10.0,OH,OWN,100000.0,Verified,7.7,,,,0,48.0,2003,2,17,8,31381,11601,0,1,49.0,0,485,2,6,8.0,8,0.0,0,3,10900,11,6,4,1,88.2,0,1,home_improvement,individual,40000,36,9.43,1280.01,B,B1,Mar-2018,Current,whole,Cash,38061.06,2518.11,1938.94,579.17,0.0
5512,vice president,6.0,CA,RENT,140000.0,Not Verified,10.38,,,,0,47.0,2011,0,18,14,83274,41888,0,0,,0,0,1,2,22.0,14,0.0,0,8,42500,14,12,9,0,94.4,0,0,debt_consolidation,individual,30000,36,10.91,980.89,B,B4,Jan-2018,Current,whole,Cash,27128.58,3905.38,2871.42,1033.96,0.0
5525,owner,10.0,MS,OWN,50000.0,Not Verified,15.26,,,,0,30.0,1996,2,19,11,54920,13529,0,0,,0,0,1,2,1.0,11,0.0,0,4,29700,12,10,7,0,89.5,0,0,debt_consolidation,individual,9600,36,6.08,292.4,A,A2,Feb-2018,Current,fractional,Cash,8617.52,1166.36,982.48,183.88,0.0
5526,plant manager,10.0,OH,RENT,80000.0,Source Verified,19.75,,,,0,49.0,2007,4,30,11,110458,91609,0,1,,0,80,4,9,9.0,11,0.0,0,5,16000,8,7,6,0,96.7,0,1,credit_card,individual,16000,60,11.98,355.75,B,B5,Mar-2018,Current,whole,DirectPay,15406.06,1056.6,593.94,462.66,0.0
5531,parent partner,10.0,CA,RENT,72000.0,Source Verified,12.04,,,,0,29.0,2007,0,13,9,26730,12873,0,0,72.0,0,1405,2,5,15.0,9,0.0,0,6,12900,8,6,6,0,76.9,0,0,debt_consolidation,individual,11200,36,9.44,358.46,B,B1,Jan-2018,Current,whole,Cash,9826.8,1786.43,1373.2,413.23,0.0
5544,city carrier,10.0,CA,MORTGAGE,98000.0,Not Verified,18.35,,,,0,80.0,1999,1,33,15,437168,95641,0,0,80.0,0,0,2,5,6.0,15,0.0,0,6,49900,22,12,8,3,93.8,0,0,credit_card,individual,18000,36,6.08,548.25,A,A2,Feb-2018,Current,whole,Cash,16157.86,2186.92,1842.14,344.78,0.0
5550,sr toll collector ,10.0,IL,MORTGAGE,67000.0,Not Verified,1.56,,,,0,88.0,2006,3,17,7,104110,5741,0,0,88.0,0,438,0,5,2.0,7,0.0,0,2,17000,12,6,3,1,94.1,0,0,car,individual,9000,36,9.43,288.01,B,B1,Mar-2018,Current,whole,Cash,8343.01,859.31,656.99,202.32,0.0
5556,partner,10.0,KY,MORTGAGE,152000.0,Not Verified,12.67,,,,0,35.0,2003,0,29,12,109547,52005,0,0,,0,0,3,4,19.0,12,0.0,0,4,20000,22,9,5,2,93.1,0,0,debt_consolidation,individual,21000,60,9.93,445.47,B,B2,Jan-2018,Current,whole,Cash,19618.86,2198.39,1381.14,817.25,0.0
5565,technician,10.0,GA,RENT,71000.0,Source Verified,12.33,,,,0,70.0,2006,2,10,5,24058,20017,0,0,,0,831,1,3,3.0,5,0.0,0,3,2500,6,4,4,0,88.9,0,0,other,individual,5000,36,9.93,161.18,B,B2,Jan-2018,Current,fractional,Cash,4390.98,800.38,609.02,191.36,0.0
5593,zone manager,3.0,IL,MORTGAGE,120000.0,Source Verified,9.88,,,,0,38.0,2005,1,29,14,84600,74643,0,0,,0,392,8,4,3.0,14,0.0,0,2,29400,11,6,4,0,96.6,0,0,debt_consolidation,individual,28000,36,7.97,877.04,A,A5,Jan-2018,Current,fractional,DirectPay,24498.43,4372.8,3501.57,871.23,0.0
5602,flight medic,5.0,PA,MORTGAGE,160000.0,Not Verified,12.98,,,,0,43.0,1999,6,36,18,520250,74978,0,0,,0,0,7,4,8.0,18,0.0,0,4,25300,12,6,6,6,97.2,0,0,debt_consolidation,individual,12000,36,6.07,365.45,A,A2,Feb-2018,Current,fractional,Cash,10771.72,1453.71,1228.28,225.43,0.0
5607,supply specialist ,10.0,TX,MORTGAGE,90000.0,Source Verified,18.7,,,,0,59.0,1993,0,16,6,210250,68794,0,0,,0,0,2,3,,6,0.0,0,2,4800,5,3,3,2,75.0,0,0,house,individual,10000,36,6.08,304.59,A,A2,Jan-2018,Current,whole,Cash,8976.56,1214.98,1023.44,191.54,0.0
5615,regional sales manager,10.0,SC,RENT,51000.0,Source Verified,10.89,,,,0,55.0,1988,0,12,8,25878,8045,0,0,55.0,0,1097,1,5,20.0,8,0.0,0,2,13200,8,7,3,1,91.7,0,0,debt_consolidation,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Current,whole,Cash,9280.21,968.05,719.79,248.26,0.0
5640,regional manager,6.0,PA,RENT,135000.0,Source Verified,12.58,,,,0,59.0,2002,2,27,12,560440,117098,0,0,,0,0,1,2,10.0,12,0.0,0,0,21500,12,7,0,2,96.3,0,0,other,individual,40000,60,7.35,798.67,A,A4,Feb-2018,Current,whole,Cash,37764.89,3178.35,2235.11,943.24,0.0
5658,director,10.0,NY,OWN,125000.0,Verified,18.22,,,,0,28.0,1998,4,47,27,557584,59865,0,0,54.0,0,121,4,5,0.0,27,0.0,0,10,38200,26,21,12,3,86.4,0,0,debt_consolidation,individual,28000,60,11.98,622.57,B,B5,Mar-2018,Current,whole,Cash,27310.5,1226.5,689.5,537.0,0.0
5662,office manager,5.0,NH,RENT,41000.0,Source Verified,13.82,,,,0,57.0,2006,0,14,6,33600,14252,0,0,,0,0,1,2,13.0,6,0.0,0,3,23400,7,5,4,0,92.9,0,0,debt_consolidation,individual,12000,36,7.97,375.88,A,A5,Jan-2018,Current,whole,Cash,9863.47,2504.09,2136.53,367.56,0.0
5670,civil servant,10.0,OH,MORTGAGE,57000.0,Source Verified,5.39,122000.0,Not Verified,15.63,0,60.0,1999,2,17,7,79869,7498,0,0,60.0,0,0,2,6,6.0,7,0.0,0,0,8400,10,5,3,1,94.1,0,0,debt_consolidation,joint,9000,36,9.44,288.05,B,B1,Jan-2018,Current,whole,Cash,8120.69,1147.48,879.31,268.17,0.0
5703,owner,10.0,NY,MORTGAGE,100000.0,Source Verified,9.37,,,,0,63.0,1993,1,35,17,180695,28746,0,0,,0,0,2,4,7.0,17,0.0,0,3,92700,27,15,5,0,97.1,0,0,debt_consolidation,individual,20000,36,5.31,602.21,A,A1,Mar-2018,Current,fractional,Cash,17947.16,2300.73,2052.84,247.89,0.0
5714,fulfillment manager,0.0,WA,RENT,75000.0,Not Verified,6.77,,,,0,31.0,1990,0,15,6,72100,17427,0,0,,0,0,0,2,,6,0.0,0,4,72100,7,6,4,3,86.7,0,0,car,individual,20800,36,6.07,633.44,A,A2,Mar-2018,Current,whole,Cash,19207.29,1893.31,1592.71,300.6,0.0
5739,driver ,10.0,KY,MORTGAGE,55000.0,Not Verified,10.56,,,,0,71.0,2005,1,14,6,29238,20674,0,1,71.0,0,0,1,6,5.0,6,0.0,0,3,7200,7,5,3,0,92.9,0,1,home_improvement,individual,6500,36,9.44,208.04,B,B1,Feb-2018,Current,whole,Cash,5864.93,825.34,635.07,190.27,0.0
5757,csr dispatcger,0.0,MI,RENT,20000.0,Source Verified,3.6,,,,0,38.0,2009,0,9,4,7013,4019,0,0,,0,1783,3,1,15.0,4,0.0,0,1,4000,4,1,1,0,33.3,0,0,debt_consolidation,individual,5000,36,10.42,162.33,B,B3,Feb-2018,Current,whole,Cash,4518.12,646.43,481.88,164.55,0.0
5764,senior principle associate,2.0,VA,MORTGAGE,130000.0,Source Verified,12.44,226000.0,Not Verified,17.32,0,27.0,1996,2,19,14,470893,82425,0,0,,0,0,1,3,7.0,14,0.0,0,5,82600,16,12,6,2,94.7,0,0,credit_card,joint,29825,36,6.08,908.42,A,A2,Jan-2018,Current,whole,Cash,25999.9,4521.95,3825.1,696.85,0.0
5772,project manager,10.0,NJ,MORTGAGE,92000.0,Not Verified,18.41,,,,0,81.0,2002,0,32,17,336709,29973,0,0,,0,225,2,3,,17,0.0,0,3,63400,24,13,5,3,96.9,0,0,debt_consolidation,individual,16000,36,5.31,481.77,A,A1,Mar-2018,Current,whole,Cash,14761.63,1440.59,1238.37,202.22,0.0
5773,mri technologist,10.0,GA,MORTGAGE,120000.0,Source Verified,17.91,,,,0,52.0,2001,4,33,22,338012,38575,0,0,52.0,0,0,2,6,11.0,22,0.0,0,6,43200,24,19,9,4,93.9,0,0,debt_consolidation,individual,24000,36,7.35,744.9,A,A4,Jan-2018,Current,whole,Cash,20973.65,3704.9,3026.35,678.55,0.0
5797,nurse practitioner ,10.0,WA,MORTGAGE,160000.0,Source Verified,13.68,,,,0,25.0,2007,2,30,15,432309,177431,0,0,51.0,0,1269,10,3,3.0,15,0.0,0,2,13100,6,4,2,1,88.0,0,0,home_improvement,individual,20000,36,6.72,614.99,A,A3,Jan-2018,Current,whole,Cash,17456.72,3067.48,2543.28,524.2,0.0
5822,solutions architect,6.0,AZ,MORTGAGE,128000.0,Not Verified,9.99,,,,0,50.0,2001,0,32,21,348515,56831,0,0,51.0,0,0,15,2,22.0,21,0.0,0,2,26000,9,5,2,4,93.8,0,0,home_improvement,individual,16000,36,5.31,481.77,A,A1,Mar-2018,Current,whole,Cash,15176.24,958.82,823.76,135.06,0.0
5838,superintendent ,10.0,MI,MORTGAGE,100000.0,Source Verified,13.73,,,,0,48.0,2002,2,12,7,71985,52051,0,3,,0,0,3,4,7.0,7,0.0,0,2,7600,4,4,4,2,91.7,3,0,home_improvement,individual,12000,60,9.93,254.56,B,B2,Jan-2018,Current,whole,Cash,11210.75,1266.18,789.25,476.93,0.0
5858,senior mapping tech,6.0,TX,MORTGAGE,50000.0,Not Verified,10.9,,,,0,29.0,2008,5,18,9,206178,17743,0,0,,0,0,3,5,3.0,9,0.0,0,2,25300,6,5,2,1,94.1,0,0,debt_consolidation,individual,4500,36,7.96,140.94,A,A5,Mar-2018,Current,whole,DirectPay,4164.51,418.84,335.49,83.35,0.0
5864,,,FL,MORTGAGE,88116.0,Verified,16.82,107316.0,,14.47,0,68.0,2005,5,34,17,435039,65416,0,0,68.0,0,0,1,5,5.0,17,0.0,0,4,17900,22,15,6,3,96.9,0,0,debt_consolidation,joint,24000,60,11.99,533.75,B,B5,Jan-2018,Fully Paid,whole,DirectPay,0.0,24505.8779097064,24000.0,505.88,0.0
5893,agriculture specialist,10.0,NJ,OWN,115000.0,Not Verified,19.2,,,,0,71.0,2003,1,42,16,203663,94036,0,0,71.0,0,0,4,6,9.0,16,0.0,0,4,75000,28,12,4,3,97.6,0,0,home_improvement,individual,15000,36,5.31,451.66,A,A1,Mar-2018,Current,whole,Cash,14143.27,978.81,856.73,122.08,0.0
5915,,,CO,RENT,12250.0,Verified,6.18,,,,0,43.0,1999,2,20,9,13800,4589,0,0,43.0,0,0,0,5,4.0,9,0.0,0,2,10800,19,9,2,0,89.5,0,0,other,individual,6000,36,10.91,196.18,B,B4,Jan-2018,Current,fractional,Cash,5235.46,1001.36,764.54,236.82,0.0
5930,referral specialist,7.0,NY,OWN,42240.0,Verified,7.78,,,,0,57.0,2006,2,20,9,261021,24643,0,0,,0,0,2,4,10.0,9,0.0,0,6,7700,9,6,6,1,93.8,0,0,credit_card,individual,5000,36,10.9,163.46,B,B4,Mar-2018,Current,whole,Cash,4762.84,320.86,237.16,83.7,0.0
5932,account representative,2.0,MI,MORTGAGE,75000.0,Verified,10.59,,,,0,42.0,2005,4,17,5,228329,20591,0,2,,0,0,1,4,0.0,5,0.0,0,2,8100,6,3,2,2,93.8,1,1,debt_consolidation,individual,15000,36,10.91,490.45,B,B4,Feb-2018,Current,whole,Cash,13564.27,1943.62,1435.73,507.89,0.0
5959,adjunct faculty,5.0,AZ,RENT,65895.0,Source Verified,16.79,,,,0,25.0,1987,0,13,6,44500,29920,0,0,25.0,0,0,0,0,,6,0.0,0,3,27500,7,6,5,3,69.2,0,0,other,individual,10000,36,9.43,320.01,B,B1,Mar-2018,Current,whole,Cash,9270.01,954.79,729.99,224.8,0.0
5966,,,TX,OWN,14000.0,Verified,14.67,27000.0,,7.6,0,41.0,2002,0,5,4,10200,5153,0,0,,0,0,0,2,,4,0.0,0,3,10200,4,4,3,0,80.0,0,0,credit_card,joint,5300,36,9.93,170.85,B,B2,Feb-2018,Current,whole,DirectPay,4785.68,668.79,514.32,154.47,0.0
5974,application manager,10.0,CT,OWN,355000.0,Verified,18.41,,,,0,65.0,2000,4,51,32,857825,254054,0,0,,0,0,11,9,2.0,32,0.0,0,12,108100,23,19,14,6,98.0,0,0,debt_consolidation,individual,24000,60,10.9,520.63,B,B4,Mar-2018,Current,whole,Cash,23083.83,1583.69,916.17,667.52,0.0
5997,clinical specialist,4.0,CA,RENT,150000.0,Source Verified,15.4,,,,0,27.0,2005,7,23,13,170254,116927,0,0,,0,0,4,6,1.0,13,0.0,0,4,61800,11,9,6,0,100.0,0,0,debt_consolidation,individual,20000,36,5.31,602.21,A,A1,Mar-2018,Current,whole,DirectPay,18452.04,1794.83,1547.96,246.87,0.0
5999,sales,1.0,IL,MORTGAGE,80000.0,Not Verified,15.35,,,,0,67.0,2000,1,16,6,174163,22045,0,1,67.0,0,0,3,3,5.0,6,0.0,0,1,6000,4,2,2,3,93.8,0,1,debt_consolidation,individual,8000,36,6.71,245.96,A,A3,Mar-2018,Current,fractional,Cash,7392.94,731.92,607.06,124.86,0.0
6017,special agent,10.0,VA,MORTGAGE,148000.0,Source Verified,14.79,,,,0,29.0,1994,0,44,16,552216,170200,0,0,29.0,0,0,10,4,,16,0.0,0,3,7500,14,5,4,3,81.8,0,0,debt_consolidation,individual,32400,60,9.93,687.29,B,B2,Jan-2018,Current,whole,Cash,30269.12,3391.77,2130.88,1260.89,0.0
6034,,,MT,OWN,59019.0,Not Verified,16.27,,,,0,58.0,1983,4,21,6,200510,50117,0,0,,0,0,2,2,7.0,6,0.0,0,2,19000,10,3,2,4,81.0,0,0,other,individual,5000,36,7.34,155.17,A,A4,Mar-2018,Current,fractional,Cash,4750.06,306.26,249.94,56.32,0.0
6040,cfo,2.0,NY,OWN,135000.0,Source Verified,8.81,,,,0,26.0,1999,8,16,8,1016080,95241,0,0,43.0,0,0,5,5,1.0,8,0.0,0,1,3300,3,1,1,5,87.5,0,0,major_purchase,individual,27900,36,9.93,899.34,B,B2,Feb-2018,Current,fractional,Cash,25195.01,3581.97,2704.99,876.98,0.0
6049,product line manager,10.0,TX,MORTGAGE,195000.0,Source Verified,10.29,,,,0,26.0,1998,1,25,15,780075,45237,0,0,,0,0,2,4,2.0,15,0.0,0,4,111500,18,12,4,3,88.0,0,0,home_improvement,individual,25000,36,5.31,752.76,A,A1,Mar-2018,Current,whole,Cash,23065.06,2250.9,1934.94,315.96,0.0
6051,department head,3.0,NE,RENT,37000.0,Not Verified,16.57,,,,0,27.0,2012,3,14,10,47700,10030,0,0,,0,0,1,3,7.0,10,0.0,0,5,33900,12,9,6,0,92.9,0,0,other,individual,12000,36,9.44,384.06,B,B1,Jan-2018,Current,fractional,Cash,10528.73,1907.71,1471.27,436.44,0.0
6056,sr sys admin,10.0,CA,MORTGAGE,129000.0,Not Verified,11.14,,,,0,42.0,1982,1,27,13,834299,122571,0,0,42.0,0,0,0,6,6.0,13,0.0,0,6,82500,20,12,7,3,81.5,0,0,other,individual,15000,36,6.07,456.81,A,A2,Mar-2018,Current,whole,Cash,13851.4,1365.37,1148.6,216.77,0.0
6062,crna,4.0,OH,MORTGAGE,254000.0,Not Verified,7.27,,,,0,76.0,1993,0,36,17,422619,60490,0,1,76.0,0,0,9,3,,17,0.0,0,2,20600,12,7,2,2,91.7,1,0,home_improvement,individual,25000,60,9.43,524.2,B,B1,Mar-2018,Current,whole,Cash,24341.94,1035.3,658.06,377.24,0.0
6066,property manager ,1.0,CO,RENT,60000.0,Verified,16.46,,,,0,50.0,2005,1,18,5,186841,32120,0,0,50.0,0,0,1,3,4.0,5,0.0,0,2,24000,5,3,2,6,88.9,0,0,other,individual,15000,36,10.91,490.45,B,B4,Feb-2018,Current,whole,Cash,13564.27,1952.71,1435.73,516.98,0.0
6094,vp enrollment ,1.0,NY,RENT,198000.0,Not Verified,19.07,,,,0,72.0,1989,0,39,19,534697,248712,0,0,,0,0,11,4,18.0,19,0.0,0,5,46600,16,7,6,5,94.9,0,0,debt_consolidation,individual,2500,36,10.9,81.73,B,B4,Mar-2018,Current,whole,Cash,2321.32,242.16,178.68,63.48,0.0
6099,heavy equipment operator ,2.0,FL,OWN,65000.0,Source Verified,10.87,,,,0,49.0,2000,2,16,6,162371,31106,0,0,49.0,0,100,1,2,6.0,6,0.0,0,1,12000,10,3,3,1,93.8,0,0,debt_consolidation,individual,15000,60,11.99,333.6,B,B5,Feb-2018,Current,whole,Cash,14254.01,1324.41,745.99,578.42,0.0
6149,supervisor,10.0,TX,MORTGAGE,125000.0,Not Verified,10.38,,,,0,73.0,2004,0,26,19,283667,36494,0,0,,0,0,9,3,16.0,19,0.0,0,6,32900,15,9,8,1,96.2,0,0,debt_consolidation,individual,20000,60,9.43,419.36,B,B1,Mar-2018,Current,whole,Cash,19207.22,1247.6,792.78,454.82,0.0
6150,truck driver,0.0,CA,RENT,70000.0,Not Verified,14.73,,,,0,46.0,2006,1,11,6,36188,13319,0,0,,0,0,2,1,1.0,6,0.0,0,2,9500,6,4,3,0,90.9,0,0,debt_consolidation,individual,10000,60,11.99,222.4,B,B5,Feb-2018,Current,whole,Cash,9502.67,882.94,497.33,385.61,0.0
6152,learning systems analyst,4.0,NJ,RENT,81000.0,Not Verified,11.04,,,,0,37.0,2007,0,23,5,88228,72068,0,0,37.0,0,0,1,1,,5,0.0,0,4,32400,4,4,4,0,73.9,0,0,credit_card,individual,15000,36,5.31,451.66,A,A1,Feb-2018,Current,whole,DirectPay,13245.96,1977.89,1754.04,223.85,0.0
6166,,,CA,RENT,120000.0,Not Verified,6.44,,,,0,26.0,2007,3,26,12,44414,12858,0,6,49.0,0,2709,2,12,4.0,12,0.0,0,0,3500,22,10,0,0,90.9,5,1,other,individual,15000,36,9.44,480.08,B,B1,Jan-2018,Current,whole,Cash,13534.5,1912.45,1465.5,446.95,0.0
6176,mail handler,10.0,CA,MORTGAGE,75000.0,Source Verified,10.11,188655.0,Source Verified,20.07,0,71.0,1996,1,13,9,515751,23999,0,0,,0,0,1,6,6.0,9,0.0,0,5,24200,8,7,5,1,91.7,0,0,debt_consolidation,joint,40000,36,9.44,1280.2,B,B1,Jan-2018,Current,whole,Cash,36092.05,5194.22,3907.95,1286.27,0.0
6179,customer service,10.0,MO,OWN,62000.0,Not Verified,16.43,,,,0,37.0,1998,4,42,18,249725,53781,0,0,,0,0,4,5,2.0,18,0.0,0,3,61600,29,13,5,2,90.5,0,0,debt_consolidation,individual,6000,36,5.31,180.67,A,A1,Mar-2018,Current,fractional,Cash,5535.59,538.47,464.41,74.06,0.0
6188,president,10.0,FL,MORTGAGE,249996.0,Source Verified,6.83,,,,0,55.0,2006,1,19,11,561236,51966,0,1,65.0,0,0,2,6,6.0,11,0.0,0,3,116700,10,8,4,1,84.2,1,0,car,individual,30000,60,11.99,667.19,B,B5,Jan-2018,Current,whole,Cash,28508.06,2648.78,1491.94,1156.84,0.0
6190,technical,10.0,OH,OWN,180000.0,Not Verified,12.66,,,,0,81.0,2002,1,26,11,158833,98868,0,0,,0,0,4,6,12.0,11,0.0,0,0,0,9,7,7,2,92.3,0,0,debt_consolidation,individual,6000,36,7.34,186.2,A,A4,Mar-2018,Current,fractional,Cash,5700.09,367.51,299.91,67.6,0.0
6193,letter carrier,5.0,NY,MORTGAGE,47000.0,Source Verified,18.26,,,,0,56.0,2005,3,39,22,201358,38440,0,0,,0,0,5,5,2.0,22,0.0,0,3,13700,22,16,8,2,97.4,0,0,debt_consolidation,individual,9200,36,6.71,282.86,A,A3,Feb-2018,Current,whole,DirectPay,8501.86,845.15,698.14,147.01,0.0
6196,teacher,6.0,MA,MORTGAGE,110000.0,Not Verified,6.68,,,,0,34.0,2002,0,34,15,310403,25553,0,0,,0,0,2,4,13.0,15,0.0,0,5,58000,25,12,9,4,90.9,0,0,debt_consolidation,individual,4000,36,6.07,121.82,A,A2,Mar-2018,Current,whole,Cash,3693.7,362.76,306.3,56.46,0.0
6201,director of fitness,10.0,MA,MORTGAGE,75000.0,Source Verified,16.26,,,,0,31.0,1991,0,20,12,61168,46460,0,0,73.0,0,15372,1,1,14.0,12,0.0,0,4,32300,14,10,5,1,94.7,0,0,debt_consolidation,individual,25000,36,9.44,800.13,B,B1,Feb-2018,Current,whole,Cash,23175.33,2387.28,1824.67,562.61,0.0
6223,soils laboratory technician,10.0,PA,RENT,41000.0,Not Verified,15.93,,,,0,48.0,2000,2,20,6,33489,17247,0,0,75.0,0,0,2,3,1.0,6,0.0,0,1,8000,8,4,2,0,90.0,0,0,debt_consolidation,individual,6400,36,10.42,207.78,B,B3,Feb-2018,Current,whole,Cash,5783.2,827.42,616.8,210.62,0.0
6224,executive ,0.0,IL,OWN,107000.0,Not Verified,10.11,,,,0,33.0,2005,1,14,8,110678,68358,0,0,,0,0,3,7,1.0,8,0.0,0,2,12900,7,5,4,0,78.6,0,0,debt_consolidation,individual,10000,36,10.91,326.97,B,B4,Jan-2018,Current,whole,Cash,9042.83,1301.82,957.17,344.65,0.0
6227,its5,10.0,WA,MORTGAGE,105000.0,Not Verified,3.13,,,,0,37.0,2000,6,35,7,252376,14696,0,0,50.0,0,0,0,4,2.0,7,0.0,0,4,30000,20,6,4,4,94.1,0,0,debt_consolidation,individual,16000,36,9.43,512.01,B,B1,Mar-2018,Current,whole,Cash,14832.04,1519.27,1167.96,351.31,0.0
6232,rn,6.0,KY,MORTGAGE,75000.0,Not Verified,16.13,,,,0,62.0,2005,2,40,27,405790,36703,1,0,,0,312,3,15,0.0,27,0.0,0,4,53600,33,23,11,1,95.0,0,0,credit_card,individual,17000,36,5.31,511.88,A,A1,Mar-2018,Current,whole,DirectPay,15684.23,1525.61,1315.77,209.84,0.0
6241,general manager,10.0,NV,MORTGAGE,65000.0,Source Verified,2.1,,,,0,31.0,2006,0,11,8,205195,2362,0,0,31.0,0,0,0,1,,8,0.0,0,2,1300,7,6,3,2,72.7,0,0,house,individual,6000,36,6.72,184.5,A,A3,Mar-2018,Current,whole,Cash,5544.75,545.81,455.25,90.56,0.0
6248,finance manager,7.0,CO,RENT,65000.0,Verified,16.3,,,,0,27.0,2002,2,34,11,53220,32353,0,0,27.0,0,0,3,5,0.0,11,0.0,0,2,10600,16,8,3,3,84.8,0,0,debt_consolidation,individual,15675,36,10.91,512.52,B,B4,Feb-2018,Current,whole,Cash,14174.66,2018.53,1500.34,518.19,0.0
6249,customer service agent,10.0,NY,RENT,64000.0,Verified,6.58,,,,0,82.0,2005,2,43,21,92333,25953,0,0,82.0,0,866,9,6,9.0,21,0.0,0,4,56700,19,11,4,0,95.1,0,0,moving,individual,30000,60,9.43,629.04,B,B1,Mar-2018,Fully Paid,whole,Cash,0.0,30007.4581541666,30000.0,7.46,0.0
6251,prep touch up,3.0,TX,RENT,35568.0,Not Verified,6.31,,,,0,33.0,1992,0,12,5,11124,3633,0,0,59.0,0,900,1,3,18.0,5,0.0,0,1,3000,7,4,1,2,66.7,0,0,major_purchase,individual,2400,36,9.44,76.82,B,B1,Jan-2018,Current,whole,Cash,2105.71,381.58,294.29,87.29,0.0
6271,police officer ,10.0,TX,MORTGAGE,63000.0,Not Verified,6.04,,,,0,47.0,2011,1,14,9,38100,11112,0,0,,0,0,1,8,10.0,9,0.0,0,4,31000,13,8,5,0,92.9,0,0,debt_consolidation,individual,12000,36,6.71,368.94,A,A3,Mar-2018,Current,whole,Cash,11089.41,1097.87,910.59,187.28,0.0
6279,mail handler,10.0,LA,OWN,65000.0,Not Verified,15.69,,,,0,77.0,2005,0,24,10,44183,18946,0,1,,0,0,0,4,,10,0.0,0,6,10700,14,9,8,2,100.0,0,1,credit_card,individual,16000,36,9.43,512.01,B,B1,Mar-2018,Current,whole,Cash,14832.04,1527.65,1167.96,359.69,0.0
6284,driver,5.0,NY,OWN,120000.0,Source Verified,12.87,,,,0,36.0,2000,4,20,10,139901,25348,0,0,,0,0,2,1,0.0,10,0.0,0,2,56900,13,7,2,0,95.0,0,0,debt_consolidation,individual,21000,36,6.71,645.64,A,A3,Mar-2018,Current,whole,Cash,19940.62,1275.62,1059.38,216.24,0.0
6305,information assurance ,2.0,MD,MORTGAGE,115000.0,Source Verified,17.27,,,,0,29.0,2004,1,34,19,573732,76204,0,0,29.0,0,0,2,17,5.0,19,0.0,0,2,64400,21,16,5,3,90.9,0,0,credit_card,individual,8400,36,7.97,263.11,A,A5,Jan-2018,Current,whole,Cash,7349.54,1311.83,1050.46,261.37,0.0
6310,des support operations,3.0,GA,MORTGAGE,40000.0,Source Verified,5.22,,,,0,26.0,2004,10,23,13,210442,2129,0,0,26.0,0,3724,0,1,4.0,13,0.0,0,7,20100,16,12,7,2,81.8,0,0,house,individual,22725,60,11.98,505.28,B,B5,Mar-2018,Current,whole,Cash,21881.41,1485.59,843.59,642.0,0.0
